Attributes,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,open,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume
2019-04-12,198.4359,1848.4,178.0,0.5,1215.62,40.1511,124.5413,80.01,120.1951,360.69,80.55,54.1,41.9678,107.03,270.22,34.67,199.3723,1851.5,179.63,0.5143,1223.05,40.388,124.5413,80.435,120.5338,361.75,80.935,54.5,41.9678,108.54,271.95,34.83,195.4573,1841.3,177.95,0.5,1213.29,40.003,122.3337,79.3,119.9261,349.36,80.12,53.87,41.2145,106.41,266.83,34.11,198.1071,1843.06,179.1,0.5,1222.73,40.0919,122.3734,79.43,120.5039,351.14,80.24,54.5,41.3433,108.48,267.7,34.37,27760668,3114413,12329812,13434,1215610,2756749,5470362,9699151,19745143,15646199,4446417,9013994,20245333,6998048,6745974,12713801
2019-04-15,197.8182,1842.0,178.5,0.5,1224.09,40.3585,123.0795,79.31,120.494,350.71,80.89,54.5,41.492,108.58,268.63,34.38,199.0834,1846.85,180.5,0.504677,1229.3,40.5066,123.6563,79.49,121.1316,352.21,81.13,54.75,41.7497,109.0,268.88,35.03,197.2504,1818.9,176.87,0.5,1214.56,40.24,122.4728,78.47,120.1253,342.27,80.55,54.31,41.1054,107.31,258.63,34.34,198.4658,1844.87,179.65,0.5,1226.53,40.2598,123.3878,78.53,120.6036,348.87,80.96,54.63,41.72,108.14,266.38,34.71,17536646,3724423,10834762,47295,1189974,2170546,4549115,13189354,15792572,8842344,2571176,7694969,17421965,4480406,10038579,10248382
2019-04-16,198.6949,1851.35,179.0,0.5,1230.0,40.5856,124.233,79.23,121.1914,355.0,80.72,54.67,41.8488,108.8,265.75,34.84,200.5975,1869.77,180.17,0.51,1235.98,40.5856,124.233,79.29,121.2014,364.4787,80.82,54.91,41.9281,108.8,275.0,34.99,197.7983,1848.0,178.3,0.5,1225.04,39.766,119.1217,77.42,119.6571,352.72,79.26,54.325,40.4711,107.58,264.72,34.23,198.4857,1863.04,178.87,0.5025,1231.91,39.766,119.2907,77.56,120.3246,359.46,79.34,54.59,40.5603,108.2,273.36,34.46,25696385,3044618,11215193,662083,1131099,2585463,6573485,11957488,14071787,18740232,2980933,7265205,26097727,3766267,7272930,9396320
2019-04-17,198.7746,1872.99,179.6,0.5,1237.0,40.0721,119.3305,77.61,120.7929,365.05,78.99,54.68,40.5404,107.805,274.75,34.73,202.5998,1876.47,180.74,0.51,1245.1,40.0919,119.3902,77.62,121.4006,368.764,78.99,54.83,40.6396,108.86,274.79,34.9,197.8481,1860.44,178.36,0.5,1232.9,39.4205,115.2434,73.75,120.0954,350.6,77.22,54.39,39.0437,107.25,268.535,34.2,202.3508,1864.82,178.78,0.5099,1240.14,39.4796,115.85,73.92,121.3209,354.74,77.3,54.48,39.5294,108.81,271.23,34.48,28906780,2893517,9973732,29708,1518286,3807272,14842845,32615901,19300938,18054101,4707419,7792166,40239196,5354021,5126468,9022995
2019-04-18,202.3408,1868.79,178.8,0.5,1245.0,39.4402,115.5816,73.48,121.7394,355.0,77.25,54.44,39.579,108.36,271.23,34.67,203.3669,1870.82,178.88,0.5002,1245.94,39.5142,115.9992,74.05,123.0645,360.41,77.35,54.67,39.579,108.45,274.84,34.86,201.7431,1859.48,177.34,0.5,1239.41,39.2032,113.4982,72.23,120.8544,351.64,75.96,54.2259,38.0823,105.08,269.75,34.32,203.078,1861.69,178.28,0.5,1241.47,39.3513,114.5573,73.19,122.915,360.35,76.41,54.52,39.0338,107.36,273.26,34.4,24195766,2749882,11655608,18317,1237788,2670235,9805773,31267836,27990998,8353165,5053808,8233110,47988381,10220713,5876325,9806113
2019-04-22,202.0519,1855.4,178.25,0.482,1236.67,39.292,114.3982,73.16,122.1678,359.7,75.6,54.4,38.6869,106.79,269.0,34.4,204.1539,1888.42,181.665,0.5001,1254.34,39.4105,114.9252,73.805,123.5427,377.69,76.0,54.68,39.1528,107.18,269.68,34.615,201.5638,1845.64,178.25,0.482,1233.37,39.1242,113.0159,72.74,122.118,359.0,74.97,54.2,38.4688,106.02,262.48,33.82,203.7454,1887.31,181.44,0.5,1253.76,39.1834,114.8258,73.46,123.3036,377.34,75.4,54.62,38.6373,106.81,262.75,34.39,19439545,3373807,13389889,81514,954419,1650085,7519732,13882101,15648724,11980534,8191928,6088127,29429714,6408498,12147141,19704288
2019-04-23,203.6458,1891.2,182.74,0.5,1256.64,39.6475,115.3926,73.7,123.6423,375.45,75.79,54.75,38.7464,107.1,260.15,36.93,206.9531,1929.26,184.22,0.5043,1274.43,39.8796,117.2323,75.25,125.1169,384.8,76.68,55.14,39.2915,107.51,265.6,40.535,203.1178,1889.58,181.48,0.5,1251.97,39.608,114.786,73.4,123.3733,374.7069,75.57,54.72,38.5382,106.4401,255.75,36.91,206.6841,1923.77,183.78,0.5,1270.59,39.7166,116.8345,74.6,124.9774,381.89,75.9,54.94,39.0735,106.9,263.9,39.77,23322991,4640441,19954814,43113,1593449,3824880,5891462,18398386,24025521,10089820,8824100,10923390,25305608,8564219,10943859,104262474
2019-04-24,206.5646,1925.0,184.49,0.5,1270.59,39.6376,117.6301,74.73,125.3261,381.07,78.48,55.0,39.1528,107.11,263.85,39.86,207.6803,1929.69,185.14,0.5015,1274.0,39.687,117.7693,75.11,125.3859,381.9,78.85,55.53,39.2915,108.39,265.32,39.95,206.2558,1898.16,181.65,0.4561,1259.81,39.3118,116.576,73.98,124.0608,373.2698,77.76,54.96,38.8157,106.4196,258.0,38.8,206.3653,1901.75,182.58,0.5,1260.05,39.4303,117.3417,74.73,124.549,374.23,77.82,55.18,39.0239,107.22,258.66,39.29,17540609,3675781,37289871,37746,1169797,2864213,4254080,12193763,31256980,6541872,4638329,8769848,20110959,9553117,10727454,30266862
2019-04-25,206.0366,1917.0,196.98,0.5,1270.3,39.529,117.0931,74.58,129.5803,374.49,79.5,55.15,38.905,108.52,255.0,39.26,206.963,1922.45,198.48,0.5025,1272.8,39.7364,118.0129,76.82,130.8855,374.76,80.795,55.22,39.4749,110.92,259.0,40.13,204.3332,1900.31,192.12,0.5,1258.0,39.3908,116.0987,74.46,128.3549,365.7,79.34,54.58,38.8207,108.52,246.07,38.19,204.4925,1902.25,193.26,0.5,1267.34,39.7166,117.5704,76.34,128.6737,368.33,80.6,55.01,39.2618,110.22,247.63,38.48,18543206,6099101,54148789,36016,1567161,2036267,3425006,13353167,38033892,6255496,3568863,8226211,17201238,10959443,21849393,26044758
2019-04-26,204.114,1929.0,192.5,0.5,1273.38,39.8253,118.167,76.64,129.2217,368.35,80.85,55.22,39.3213,109.72,246.5,38.59,204.2136,1951.0,192.9,0.501571,1278.91,39.9043,119.251,76.99,130.0339,375.14,81.37,55.49,39.6384,110.57,246.68,39.34,201.3447,1898.0,189.09,0.5,1265.0,39.6179,118.0079,76.09,128.5442,366.24,80.59,55.01,39.0982,107.88,231.13,38.18,203.5163,1950.63,191.49,0.501571,1277.42,39.8944,119.2012,76.63,129.411,374.85,81.29,55.41,39.6186,110.56,235.14,38.67,18649102,8432563,22075002,38649,1361419,1931127,3372541,8481090,23654933,5621901,2683767,7101579,19025763,7683160,22360709,15270496
2019-04-29,203.6159,1949.0,190.95,0.5,1280.51,40.082,119.2311,76.59,129.4209,373.68,80.98,55.29,39.6186,110.7,235.86,38.63,205.1799,1956.34,195.41,0.51,1296.97,40.1216,119.3405,77.18,129.6999,374.5753,81.21,55.49,39.6682,113.0,243.98,39.97,203.078,1934.09,190.65,0.5,1271.71,39.8302,118.5847,76.48,128.873,369.115,80.83,55.08,39.242,110.44,232.17,38.63,203.8251,1938.43,194.78,0.5,1296.2,39.9438,118.9328,76.78,129.2914,371.83,81.13,55.08,39.242,112.44,241.47,39.78,22204716,4021255,19641310,91398,3618362,2065707,4097385,7056570,16324183,3821703,1541183,6442963,22038880,6989300,16714476,19679975
2019-04-30,202.2811,1930.1,194.19,0.5,1190.63,40.2894,115.9594,77.56,129.3313,369.56,81.89,55.06,40.0448,112.44,242.06,39.79,202.6198,1935.71,197.39,0.5095,1200.98,40.6449,116.4865,78.9,130.218,374.5,82.55,55.38,40.818,113.22,244.21,40.92,198.3462,1906.95,192.28,0.5,1183.0,40.0919,114.2689,76.0,128.9175,368.348,81.54,54.835,39.4501,111.2,237.0,39.65,199.9002,1926.52,193.4,0.5,1198.96,40.6153,116.387,78.71,130.1183,370.54,82.23,55.33,40.253,112.77,238.69,39.91,46534923,3506007,23494689,27830,6658855,5134508,7548382,10752887,24166503,3870095,2048997,10562254,32600041,6489380,9464628,22912022
2019-05-01,209.0749,1933.09,194.78,0.5,1197.5,40.3388,116.397,78.69,130.0486,374.0,82.1,55.32,40.2332,113.21,238.85,40.0,214.4841,1943.64,196.1769,0.51,1199.25,40.4276,118.8671,79.73,130.1682,385.99,82.8,55.415,40.5602,113.69,240.0,40.07,208.4274,1910.55,193.01,0.5,1171.67,39.534,115.9097,78.43,127.229,373.1746,81.74,54.8,39.8169,110.92,231.5,39.26,209.7124,1911.52,193.03,0.5025,1173.32,39.9043,117.5207,78.72,127.4084,378.81,81.91,54.88,40.4116,110.94,234.01,39.29,64827328,3116964,15996646,27562,3717018,4365582,5392077,14588365,26821692,9257284,1143726,7792905,19642677,5444708,10704354,14962555
2019-05-02,209.0351,1913.33,193.0,0.5,1172.6,39.9339,117.7792,78.61,127.508,378.0,81.9,54.81,40.4512,110.6,245.52,39.24,211.8343,1921.55,194.0,0.5099,1179.38,40.0326,117.908,79.83,127.5279,383.5,82.15,55.05,40.6594,111.16,247.13,39.9999,207.3316,1881.87,189.75,0.5,1158.33,39.7759,116.208,78.61,125.0571,374.51,81.42,54.46,40.2183,108.91,237.72,38.84,208.3477,1900.82,192.53,0.5,1166.51,39.9536,117.7991,79.52,125.7445,379.06,81.93,54.6,40.6495,109.7,244.1,39.95,31996324,3962915,13209452,36298,2254890,2390004,4169249,11048803,27350161,5398167,1442714,9652179,19422375,5272425,18159339,13419117
2019-05-03,210.081,1949.0,194.38,0.5,1177.41,40.3783,117.7792,79.54,126.8903,381.53,82.65,54.8,40.8576,110.57,243.86,40.48,211.0274,1964.4,196.16,0.5099,1191.4,40.3881,117.7792,80.1448,128.9527,385.03,82.72,55.02,41.1302,112.12,256.61,40.82,209.4236,1936.0,193.71,0.5,1173.55,40.082,115.8849,79.25,126.7807,378.2717,82.17,54.67,40.6693,110.25,243.49,39.96,210.9377,1962.46,195.47,0.5,1189.55,40.24,116.2578,80.0,128.4246,385.03,82.61,54.79,41.0261,111.96,255.03,40.8,20892378,6381564,14575434,56759,2079376,2170055,5695485,7578765,24911126,5130301,1327347,11066476,17708528,4660901,23706771,15577111
2019-05-06,203.5063,1917.98,191.24,0.5,1172.0,39.7759,115.1738,78.53,125.9239,377.69,82.05,53.9,40.5504,109.44,250.02,39.69,208.0389,1959.0,194.28,0.5025,1195.43,40.1018,116.4268,79.79,128.0859,381.35,83.03,55.0,41.4028,111.12,258.3499,40.44,202.7194,1910.5,190.55,0.4913,1171.15,39.7561,114.6567,78.2976,125.6449,376.0,82.02,53.83,40.481,108.58,248.5,39.45,207.6803,1950.55,193.88,0.5,1193.46,40.0228,115.9992,79.48,127.6774,378.67,82.77,54.85,41.2839,110.85,255.34,40.23,32443113,5417841,13994932,37213,1588684,2023008,5952074,9452824,24239464,5793144,1124687,9305412,24643086,4722565,10833943,14517359
2019-05-07,205.0902,1939.99,192.54,0.5,1185.81,39.6376,115.6512,78.89,125.9936,377.0,82.06,54.2,41.0261,110.17,256.8,39.9,206.6218,1949.1,192.9,0.5025,1194.77,39.7265,115.8401,79.29,126.711,379.91,82.15,54.64,41.3433,110.17,257.21,40.15,200.0546,1903.38,187.85,0.5,1165.0,38.9365,113.8214,77.415,123.7619,365.81,80.72,53.654,40.144,107.64,245.1,38.12,202.0818,1921.0,189.77,0.5,1178.86,39.0945,114.2987,77.9,125.0571,370.46,81.07,54.0,40.4711,108.95,247.06,38.62,38763698,5902134,16253001,116475,1830238,3161752,5127210,10041379,36017661,6974924,1352253,11712353,26189630,6178708,10131408,19283131
2019-05-08,201.1255,1918.87,189.39,0.5,1177.29,39.1735,115.2037,78.33,124.9774,367.92,81.45,54.35,40.4413,108.58,246.94,38.45,204.5523,1935.37,190.72,0.5037,1184.27,39.3463,116.2379,78.71,125.9039,369.0,82.19,54.43,40.6693,109.88,250.599,39.15,200.9761,1910.0,188.55,0.5,1167.63,39.1044,114.5871,77.9,124.2899,361.36,81.21,53.81,40.0845,108.15,244.2,38.33,202.1217,1917.77,189.54,0.5,1170.78,39.2427,115.6014,78.18,125.0471,364.37,81.87,53.99,40.59,109.07,244.84,38.58,26339504,4078568,12505737,8684,1276022,2033971,2992573,10083520,28418996,6571957,1186196,10729819,22592124,4118033,6176440,9168440
2019-05-09,199.6313,1900.0,187.2,0.5,1162.6,38.9069,115.2136,77.68,123.8316,360.9,81.13,53.46,40.3,108.1,242.0,38.11,200.9064,1909.4,189.77,0.51,1174.07,39.2427,115.497,78.51,125.3261,364.2,81.28,54.35,40.84,110.1325,243.68,39.02,195.9056,1876.0,186.26,0.5,1154.64,38.8674,114.1347,77.2425,123.1143,352.75,80.555,53.08,40.23,107.2476,236.9434,37.8203,199.95,1899.87,188.65,0.505,1167.97,39.1637,115.154,78.33,125.0372,362.75,80.98,54.25,40.64,109.73,241.98,38.79,34908607,5308263,12967033,1002,1477752,1680085,5818894,7734636,27235835,5882572,2276406,10711773,18721469,4657418,6711382,10010669
2019-05-10,197.419,1898.0,188.25,0.5,1168.84,38.9267,114.9849,78.08,124.4493,361.62,81.68,53.77,40.63,109.22,239.75,38.68,198.85,1903.79,190.0,0.5025,1176.28,39.0699,115.6711,78.325,127.4582,365.2578,82.02,54.965,40.8187,110.68,241.99,39.16,192.77,1856.0,184.59,0.5,1146.37,38.6354,113.5828,76.81,123.3634,353.06,81.05,53.51,39.865,107.46,236.02,37.86,197.18,1889.98,188.34,0.5,1167.64,39.0353,115.5716,78.19,126.6611,361.04,81.88,54.65,40.72,110.41,239.52,38.45,41208712,5717994,12578508,13856,1582460,2573502,3660485,8613669,30915084,5657123,2047120,11200287,16500823,3750890,7008336,12258962
2019-05-13,187.71,1836.56,183.5,0.5,1145.24,38.6403,114.2192,76.82,123.6523,352.29,80.18,53.72,40.23,107.6,232.01,37.5,189.48,1846.54,185.43,0.505,1151.97,38.9563,114.5474,77.53,125.087,354.26,80.69,53.95,40.65,108.63,232.47,37.6434,182.85,1818.0,180.84,0.49,1125.5,38.581,113.2347,76.82,122.5862,343.1,80.02,53.39,40.15,106.52,224.5,36.37,185.72,1822.68,181.54,0.501,1136.59,38.8477,113.7319,77.17,122.8951,345.26,80.51,53.43,40.57,106.83,227.01,36.59,57430623,5783410,16833347,5853,2281686,2329306,4284654,9200151,33944923,8026697,2351062,10664674,26575851,5657900,10834796,16829698
2019-05-14,186.41,1839.5,182.52,0.51,1142.32,38.897,114.0899,77.62,123.4132,348.71,80.45,53.64,40.59,107.56,229.3,37.04,189.7,1852.44,183.49,0.51,1144.87,39.0649,114.8855,78.08,125.4158,349.95,81.18,54.62,40.87,110.4,234.5,37.52,185.41,1815.75,178.1,0.5,1123.53,38.6699,113.891,77.36,123.2438,342.5,80.42,53.36,40.56,107.35,228.0,36.6,188.66,1840.12,180.73,0.504626,1124.86,38.7193,114.2987,77.42,124.27,345.61,80.73,54.13,40.66,109.09,232.31,36.93,36529677,4629107,17628142,2972,2019550,2328860,3668359,7742178,25266315,5353029,1082014,11520824,25401053,4559662,7252412,11125110
2019-05-15,186.27,1827.95,180.42,0.5,1122.55,38.9563,114.607,76.87,124.26,343.34,80.65,53.91,40.86,108.59,229.32,36.67,191.75,1874.43,187.28,0.51,1178.3,39.1587,115.1937,77.88,126.71,356.5,81.82,54.81,41.29,111.93,232.44,38.14,186.02,1823.0,180.02,0.5,1121.4,38.8427,113.6822,76.8,123.7,341.39,80.6,53.84,40.7,108.31,225.25,36.6425,190.92,1871.15,186.27,0.5,1170.8,39.0847,114.975,77.55,126.02,354.99,81.55,54.56,41.15,111.5,231.95,37.9,26544718,4692642,16746904,5463,2965117,2248424,3724484,6950935,24722708,6340118,1030237,8573131,31803418,5315281,7295976,11523055
2019-05-16,189.91,1885.94,185.05,0.51,1171.84,39.41,114.57,77.77,126.75,356.37,82.61,54.91,41.15,111.2,229.49,38.11,192.4689,1917.51,188.575,0.51,1194.16,39.635,117.68,79.89,129.38,364.0,83.04,55.145,41.98,114.66,231.0,38.72,188.84,1882.29,185.05,0.5,1168.45,39.3,114.57,77.73,126.46,353.935,82.37,54.55,41.15,111.16,226.5,38.05,190.08,1907.57,186.99,0.5,1184.5,39.34,116.73,79.13,128.93,359.31,82.45,54.64,41.64,113.87,228.33,38.3,33031364,4707822,12953111,46860,1765388,2584464,3914074,9457190,30112216,6441463,1303972,10013804,24201579,6031779,7483273,10104398
2019-05-17,186.93,1893.05,184.84,0.5,1175.83,39.27,115.7,78.41,128.305,356.39,82.99,54.19,41.3,113.07,221.96,37.83,190.9,1910.53,187.58,0.51,1186.29,39.68,116.65,79.065,130.46,359.62,83.3219,54.92,41.81,114.25,222.24,38.125,186.76,1867.33,184.28,0.5,1166.42,39.27,115.22,77.85,127.92,353.785,82.7,54.19,41.25,112.2421,208.92,37.47,189.0,1869.0,185.3,0.51,1168.78,39.46,116.01,78.72,128.07,354.45,82.7,54.5,41.47,112.8,211.03,37.5,32879090,4736618,10485370,75773,1268050,1924392,3109760,7881431,25770539,4725448,1563774,9057070,27692390,4512583,17786666,9090265
2019-05-20,183.52,1852.69,181.88,0.5,1153.0,39.28,115.87,78.36,126.52,351.23,82.37,53.95,41.4,111.97,202.8,37.12,184.349,1867.78,184.23,0.51,1153.0,39.53,116.3,79.27,127.5894,352.418,82.51,54.36,41.71,113.31,206.0,37.725,180.2839,1835.54,181.37,0.5,1138.13,39.26,115.0,78.25,125.7607,345.4,81.68,53.53,41.28,111.23,195.25,36.92,183.09,1858.97,182.72,0.5036,1144.66,39.39,116.23,78.88,126.22,348.11,82.01,53.66,41.59,112.15,205.36,37.15,38612290,3798198,10351981,19058,1530126,1713380,3042762,7901949,23706934,4621515,2871367,9820306,23009069,3631596,20526195,9411902
2019-05-21,185.22,1874.79,184.57,0.5,1154.48,39.35,117.04,79.08,127.43,350.95,82.68,54.21,41.71,112.67,197.76,37.47,188.0,1879.0,185.7,0.503201,1158.0,39.52,117.79,79.73,127.5273,356.425,82.92,54.27,41.81,113.12,207.4,37.86,184.7,1846.0,183.885,0.5,1143.31,39.31,116.53,78.525,126.58,349.93,82.21,54.025,41.485,111.6855,196.04,37.33,186.6,1857.52,184.82,0.5001,1154.44,39.39,116.58,79.5,126.9,354.27,82.39,54.17,41.67,112.43,205.08,37.47,28364848,4005122,7502820,5148,1028248,2231538,2611127,10375810,15293260,4026369,2152604,8482013,27310300,4001417,18003899,8861388
2019-05-22,184.66,1851.78,184.73,0.5,1151.25,39.3,116.12,79.35,126.62,358.01,82.78,54.23,41.69,112.28,199.1,37.41,185.71,1871.48,186.74,0.5038,1163.78,40.21,118.39,81.15,128.24,370.46,84.06,54.55,42.21,113.96,203.94,39.32,182.55,1851.0,183.61,0.5,1151.0,39.28,116.12,79.31,126.52,357.3,82.64,54.04,41.55,112.21,191.78,37.24,182.78,1859.68,185.32,0.5,1155.85,40.2,117.98,80.98,127.67,359.73,83.91,54.2,41.99,112.47,192.73,38.58,29748556,2936601,9213801,4059,941279,2783362,3934227,12873869,15396485,6229389,2354468,8389651,23979958,3092002,18685187,21105429
2019-05-23,179.8,1836.59,182.42,0.5,1146.07,39.93,117.76,80.6,126.2,355.5,84.25,53.72,41.84,111.47,194.34,38.15,180.54,1844.0,183.9,0.51,1150.05,40.03,117.96,81.19,126.29,357.42,84.54,53.72,41.98,111.71,199.465,38.29,177.81,1804.2,179.67,0.5,1133.16,39.82,116.48,80.41,124.74,347.7,83.93,52.51,41.645,109.06,186.22,36.8,179.66,1815.48,180.87,0.5025,1145.34,39.99,116.81,81.02,126.18,352.21,84.44,53.08,41.92,109.9,195.49,37.19,36529736,4424265,12768835,24959,1260657,1858728,3653517,9381160,23603810,5630443,2069228,11213892,24189995,7183631,26547142,18398792
2019-05-24,180.2,1835.89,182.33,0.5,1152.0,40.15,117.53,81.3,126.91,355.41,86.49,53.38,42.06,110.84,199.83,37.47,182.14,1841.76,183.63,0.5034,1154.36,40.32,117.55,81.9399,127.415,359.44,88.44,53.47,42.305,111.24,199.98,37.85,178.62,1817.85,180.83,0.5,1136.71,40.08,116.45,81.11,125.97,353.791,86.32,52.59,41.865,109.46,188.7505,37.27,178.97,1823.28,181.06,0.5,1138.61,40.18,116.79,81.17,126.24,354.39,87.52,52.77,41.95,109.85,190.63,37.41,23714686,3369673,8807701,17244,927651,1701862,2086492,5793580,14123358,3830963,4727218,9090777,14595227,4832620,14136572,9303870
2019-05-28,178.92,1832.75,181.54,0.51,1141.48,39.71,117.09,81.38,126.98,354.39,87.71,53.08,42.15,110.57,191.2,37.41,180.59,1849.27,184.7119,0.55,1156.49,39.945,118.4054,81.935,128.0,361.2,88.02,53.28,42.48,113.14,195.0,38.04,177.91,1827.35,181.4537,0.5,1138.67,39.16,115.7,80.23,126.05,353.64,86.89,51.75,41.89,110.5,187.85,37.23,178.23,1836.43,184.31,0.55,1139.56,39.18,115.76,80.26,126.16,354.78,86.92,51.75,41.9,111.74,188.7,37.29,27948160,3199965,14843308,1633831,1047554,2790292,5007231,13148599,23128359,4717144,2131096,28230397,46907903,6568269,10312901,11770272
2019-05-29,176.42,1823.12,183.5,0.5251,1132.7,38.88,115.61,80.12,125.38,353.6,86.78,51.43,41.7,110.75,187.1,37.02,179.35,1830.0,184.56,0.53,1135.0,39.02,115.8004,80.37,125.39,353.8476,86.81,51.81,41.84,110.97,192.39,37.4,176.0,1807.53,181.35,0.5,1111.95,38.76,114.43,78.75,124.04,345.9,85.73,51.05,41.28,109.31,185.0401,36.5237,177.38,1819.19,182.19,0.5028,1119.94,38.88,115.49,79.36,124.94,349.19,85.81,51.69,41.72,110.08,189.86,36.85,28481165,4279025,12797685,107711,1811510,2092394,5915784,10762271,22763140,5658913,3682495,12448661,25517868,8166166,11968638,12270334
2019-05-30,177.95,1825.49,183.08,0.504,1120.15,38.95,115.49,79.56,125.26,350.55,85.78,51.93,41.68,110.64,188.75,37.0,179.23,1829.47,183.48,0.53,1126.8,38.98,116.3,79.82,125.76,354.21,86.23,52.03,41.95,111.57,192.255,37.2933,176.67,1807.83,180.89,0.504,1115.9,38.61,114.96,79.19,124.78,348.3,85.405,51.46,41.58,110.09,187.02,36.6,178.3,1816.32,183.01,0.52,1121.41,38.74,115.9,79.68,125.73,351.85,85.8,51.72,41.9,111.41,188.22,37.14,21218412,3146850,8581544,1373809,904419,2171735,2392848,7140974,16829613,4008042,1766155,8569531,16455664,3871752,7926475,7413128
2019-05-31,176.23,1790.01,180.28,0.5,1105.64,38.58,115.34,79.33,124.23,347.22,85.67,51.24,41.69,110.33,185.1,36.62,177.99,1795.59,180.54,0.52,1113.4,38.76,117.58,79.92,124.615,349.34,85.85,51.36,41.98,110.8,189.9204,36.96,174.99,1772.7,177.16,0.5,1103.35,38.4299,114.99,78.8,123.32,342.92,85.33,50.51,41.45,108.74,184.1,36.3,175.07,1775.07,177.47,0.52,1106.5,38.64,115.94,79.21,123.68,343.28,85.64,50.6,41.52,109.75,185.16,36.44,27043584,4618819,15226536,12319,1579481,2025329,6098447,6815619,26646769,5023449,2015767,11847089,21479471,4913455,10406732,8556067
2019-06-03,175.6,1760.01,175.0,0.5015,1066.93,39.13,116.53,79.65,123.85,343.56,87.26,50.56,41.63,111.09,185.51,36.45,177.92,1766.29,175.05,0.506,1067.0,39.27,117.72,80.915,124.37,347.66,87.81,51.075,42.19,111.09,186.68,36.9,170.27,1672.0,161.01,0.5,1027.03,38.9,116.04,79.52,119.01,332.65,86.98,49.89,41.57,103.96,176.9919,34.04,173.3,1692.69,164.15,0.506,1038.74,39.04,116.77,80.26,119.84,336.63,87.66,50.24,41.92,105.52,178.97,34.43,40396069,9098708,56059609,1766,4844480,2122322,4722140,8795855,37983637,7849589,2259358,17434453,21483017,11261210,13064410,22217080
2019-06-04,175.44,1699.24,163.71,0.52,1044.49,39.0,118.08,80.75,121.28,345.0,87.62,50.79,42.48,106.83,181.1,35.18,179.83,1730.82,168.28,0.52,1058.44,39.02,118.93,81.33,123.28,353.61,87.71,52.24,42.75,108.83,193.98,36.15,174.52,1680.89,160.84,0.51,1036.03,38.7001,117.41,80.115,120.6522,343.25,87.06,50.63,42.04,105.78,179.61,34.97,179.64,1729.56,167.5,0.51,1054.49,38.89,117.56,81.08,123.16,353.4,87.42,52.02,42.23,108.73,193.6,36.1,30967961,5679121,46044256,13331,3025564,2009405,3122814,8939947,29382642,7891632,1256677,17073297,17508282,7280429,13807522,15357128
2019-06-05,184.28,1749.6,167.48,0.51,1055.0,38.95,118.03,81.38,124.95,354.38,87.56,52.78,42.6,110.04,198.68,36.5,184.99,1752.0,168.72,0.52,1056.81,39.02,118.38,82.27,125.87,357.88,88.04,53.24,42.84,110.88,201.2782,36.71,181.14,1715.25,164.63,0.51,1033.0,38.64,116.53,81.08,124.21,348.71,87.49,51.845,42.405,109.46,191.8486,35.9543,182.54,1738.5,168.17,0.511,1044.64,38.67,117.02,81.69,125.83,355.73,87.54,52.1,42.48,110.77,196.59,36.33,29773427,4239782,19758317,5437,2349436,2087140,4175988,9372442,24926140,5020081,1005972,15855294,20321549,6220170,13510756,12798679
2019-06-06,183.08,1737.71,168.3,0.511,1046.21,39.09,117.52,82.16,126.44,354.84,88.09,52.09,42.8,111.11,204.44,36.26,185.47,1760.0,169.7,0.52,1050.0,39.32,118.94,82.44,127.97,358.21,88.61,52.74,43.085,112.04,211.0,36.75,182.1489,1726.13,167.23,0.511,1035.51,38.96,117.27,81.43,125.6,352.09,87.65,51.86,42.48,110.27,201.8,35.96,185.22,1754.36,168.33,0.515,1047.76,38.98,117.5,81.44,127.82,357.13,87.66,52.59,42.71,111.78,205.95,36.59,22526311,3689272,12446354,20144,1451026,2805918,3882788,10872130,21458961,3709955,2109869,10266909,23239278,4743958,20242151,8862950
2019-06-07,186.51,1763.7,170.17,0.5,1054.28,39.92,118.19,81.82,129.19,357.39,88.01,52.8,42.98,112.3,205.0,36.87,191.92,1806.25,173.87,0.5126,1073.43,40.14,118.94,82.88,132.25,365.15,88.6,53.42,43.245,115.14,210.8438,38.31,185.77,1759.49,168.84,0.5,1051.15,39.8,117.89,81.82,128.26,355.69,87.96,52.78,42.86,112.08,203.499,36.8,190.15,1804.03,173.35,0.51,1068.37,39.8,118.35,82.46,131.4,360.87,88.06,53.26,42.92,114.02,204.5,37.93,30684393,4808246,16917343,8020,2191357,3377368,2726282,8394496,33885588,4777321,3818625,11591841,18997933,5916410,16003527,15399731
